text,intent,sentiment
Could you clarify one point? Could you describe Prepaid Unlimited and confirm whether $60 is its listed price in India? Kindly confirm.,Product Inquiry,Neutral
I am dissatisfied with how the troubleshooting issue on my ZENDFiber Home 100 Mbps account has been handled. I need a proper resolution. Please let me know.,Complaint,Neutral
"I would like to understand this better. Before choosing ZENDEnterprise Ultra, could you explain what is included and the $280 price for an enterprise customer in USA?",Product Inquiry,Neutral
I need a clear decision about my refund request. I am deciding whether to keep ZENDSmart Traffic in India. What does ZENDS require for a full refund? I need this resolved promptly.,Refund,Angry
This has been helpful so far. I am trying to use 24/7 technical support listed under Home & Office Internet while using ZENDFiber Home 100 Mbps in Thailand. Which steps should I follow? I would appreciate a quick confirmation.,Technical,Happy
I should not have to keep asking about this. I want this dedicated bandwidth problem with ZENDBiz Connect 500 formally addressed because earlier support did not resolve it. Please respond clearly.,Complaint,Angry
"Could you clarify one point? What should an individual customer in India know about ZENDBiz Connect 100, a business connectivity plan?",Product Inquiry,Neutral
I would like to understand this better. I need to raise a complaint because smart city integrations for ZENDSmart Traffic in Singapore has not been resolved.,Complaint,Neutral
I need an answer about refund eligibility today. I want to understand the refund window for ZENDFleet IoT; is the usage threshold below 10%? Please respond clearly.,Refund,Angry
Could you clarify one point? The support provided for setup guidance on ZENDFiber Home 100 Mbps did not resolve my problem. Who can formally review this?,Complaint,Neutral
I need a clear decision about my refund request. I need to check refund eligibility for ZENDCloud VM Enterprise: I am still within 7 days and usage is under 10%. I need this resolved promptly.,Refund,Angry
"Could you clarify one point? Is Postpaid Platinum available to an individual customer in India, and what does the offering include?",Product Inquiry,Neutral
I need an answer about refund eligibility today. I am within 7 days of starting ZENDFiber Home 100 Mbps in Singapore and my usage is below 10%. Can I request a full refund?,Refund,Angry
I need a clear billing answer today. Could you explain why ZENDS bills ZENDOffice Net 200 in advance each month for customers in India? I need this resolved promptly.,Billing,Angry
I am pleased with the guidance so far. What should I expect if payment for my ZENDOffice Net 1G service in Thailand is more than 7 days late? Could you confirm that for me?,Billing,Happy
"That sounds promising. For an individual customer in India, how do the listed prices of ZENDCloud VM Pro ($48) and ZENDStorage 10TB ($72) differ? Could you confirm that for me?",Product Inquiry,Happy
"Good to know. Which services does ZENDS list under Home & Office Internet, including router and WiFi equipment, for someone considering ZENDOffice Net 500 in Singapore? I would appreciate a quick confirmation.",Product Inquiry,Happy
I appreciate the clarification so far. I am trying to use device management listed under IoT & Smart Solutions while using ZENDIndustrial Sensor in Thailand. Which steps should I follow? I would appreciate a quick confirmation.,Technical,Happy
"I would like to understand this better. For my ZENDFleet IoT account in USA, how do I get assistance with predictive maintenance listed under IoT & Smart Solutions? Please let me know.",Technical,Neutral
Good to know. I want to choose between ZENDCloud VM Pro and ZENDCloud VM Enterprise. What do their listed prices in India show for an enterprise customer? Could you confirm that for me?,Product Inquiry,Happy
"Could you clarify one point? Is ZENDIndustrial Sensor available to an enterprise customer in USA, and what does the offering include? Kindly confirm.",Product Inquiry,Neutral
"I need this technical issue handled promptly. I need clarification about cloud networking, which ZENDS lists under Cloud & Data Center Services. I use ZENDArchive Storage. I need this resolved promptly.",Technical,Angry
Could you clarify one point? Does ZENDS list dedicated enterprise support under Cloud & Data Center Services? I am considering ZENDArchive Storage as an enterprise customer in USA.,Product Inquiry,Neutral
"After repeated requests for help with mobile insurance, my Prepaid Unlimited concern is still unresolved. Please escalate it.",Complaint,Neutral
"I am pleased with the guidance so far. What is the product information for ZENDFleet IoT, including its fleet IoT solution and listed price in Singapore? Could you confirm that for me?",Product Inquiry,Happy
Could you clarify one point? The listed price for ZENDBiz Connect 1G is $160 for an individual customer in Thailand. When is that charge billed? Kindly confirm.,Billing,Neutral
"Good to know. Before choosing Postpaid Silver, could you explain what is included and the $36 price for an enterprise customer in India? I would appreciate a quick confirmation.",Product Inquiry,Happy
What information is relevant when requesting a refund for an individual Postpaid Gold service in Singapore? Please let me know.,Refund,Neutral
I am glad I checked this in advance. Where can an enterprise customer using Prepaid Basic in USA get technical assistance with 5G mobile data under Mobile Connectivity? I would appreciate a quick confirmation.,Technical,Happy
Is there any refund option for an activated ZENDArchive Storage cloud service in USA? Please let me know.,Refund,Neutral
I would like to understand this better. I use ZENDCloud VM Basic in Singapore. What should I check first when I need help with monitoring listed under Cloud & Data Center Services? Kindly confirm.,Technical,Neutral
I am within 7 days of starting ZENDOffice Net 1G in India and my usage is below 10%. Can I request a full refund?,Refund,Neutral
I am pleased with the guidance so far. I use ZENDCloud VM Pro in Thailand. What should I check first when I need help with dedicated enterprise support listed under Cloud & Data Center Services? I would appreciate a quick confirmation.,Technical,Happy
I appreciate the clarification so far. What should I expect if payment for my ZENDEnterprise Dedicated service in India is more than 7 days late? I would appreciate a quick confirmation.,Billing,Happy
I need a clear billing answer today. The listed price for ZENDCloud VM Basic is $44 for an individual customer in Singapore. When is that charge billed? Please respond clearly.,Billing,Angry
This billing matter needs to be resolved. My Postpaid Silver invoice in USA is due soon. What does the late-payment policy say after 7 days? I need this resolved promptly.,Billing,Angry
I need an answer about refund eligibility today. What information is relevant when requesting a refund for an individual ZENDStorage 1TB service in Thailand? I need this resolved promptly.,Refund,Angry
"That sounds promising. What does ZENDOffice Net 200 include for an individual customer in USA, and is its listed price $60? I would appreciate a quick confirmation.",Product Inquiry,Happy
I have already tried to get an answer. The problem with router and WiFi equipment on my individual ZENDFiber Home 100 Mbps account keeps recurring. I need a formal resolution. I need this resolved promptly.,Complaint,Angry
This is blocking my work. Which ZENDS support option covers 24/7 technical support listed under Home & Office Internet for an enterprise customer using ZENDFiber Home 100 Mbps? Please respond clearly.,Technical,Angry
Could you clarify one point? Please clarify the refund rule before I make a decision about my ZENDStorage 1TB service in Singapore. Kindly confirm.,Refund,Neutral
I need technical help without delay. I am setting up Postpaid Silver and need help with mobile app management under Mobile Connectivity. Where should I start?,Technical,Angry
"I am pleased with the guidance so far. Is Prepaid Plus available to an individual customer in USA, and what does the offering include? Could you confirm that for me?",Product Inquiry,Happy
This has been helpful so far. The listed price for ZENDIndustrial Sensor is $80 for an enterprise customer in Thailand. When is that charge billed? I would appreciate a quick confirmation.,Billing,Happy
This is blocking my work. Which ZENDS support option covers mobile insurance listed under Mobile Connectivity for an enterprise customer using Postpaid Platinum?,Technical,Angry
"Could you clarify one point? Can you point me to the ZENDS support process for security add-ons, which is listed under Business Connectivity? I use ZENDBiz Connect 500. Please let me know.",Technical,Neutral
I appreciate the clarification so far. What information is relevant when requesting a refund for an enterprise ZENDStorage 10TB service in USA? I would appreciate a quick confirmation.,Refund,Happy
I am within 7 days of starting Postpaid Platinum in India and my usage is below 10%. Can I request a full refund? Please let me know.,Refund,Neutral
Where can an enterprise customer using ZENDOffice Net 500 in India get technical assistance with bundled mobile plans under Home & Office Internet? Please let me know.,Technical,Neutral
I am glad I checked this in advance. I am within 7 days of starting Prepaid Unlimited in USA and my usage is below 10%. Can I request a full refund? I would appreciate a quick confirmation.,Refund,Happy
"Could you clarify one point? Which services does ZENDS list under Business Connectivity, including customized network solutions, for someone considering ZENDBiz Connect 500 in Thailand? Kindly confirm.",Product Inquiry,Neutral
"I would like to understand this better. I need clarification about 24/7 technical support, which ZENDS lists under Home & Office Internet. I use ZENDOffice Net 500.",Technical,Neutral
I appreciate the clarification so far. I am deciding whether to keep ZENDOffice Net 1G in Thailand. What does ZENDS require for a full refund? I would appreciate a quick confirmation.,Refund,Happy
I would like to understand this better. Could you explain how ZENDS supports priority troubleshooting under Business Connectivity? I use ZENDEnterprise Ultra in Thailand. Please let me know.,Technical,Neutral
I need a clear billing answer today. The listed price for ZENDCloud VM Enterprise is $104 for an enterprise customer in Thailand. When is that charge billed? Please respond clearly.,Billing,Angry
Could you clarify one point? Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDCloud VM Enterprise? Please let me know.,Refund,Neutral
The problem with sensor connectivity on my enterprise ZENDSmart Traffic account keeps recurring. I need a formal resolution. Kindly confirm.,Complaint,Neutral
I need to understand the invoice process for my enterprise ZENDBiz Connect 100 service in Singapore.,Billing,Neutral
Good to know. I am setting up ZENDFiber Home 300 Mbps and need help with bundled mobile plans under Home & Office Internet. Where should I start? I would appreciate a quick confirmation.,Technical,Happy
I would like to understand this better. My support experience for add-on data packages on Postpaid Gold in Singapore has been poor. Please review this complaint. Please let me know.,Complaint,Neutral
I am pleased with the guidance so far. Is the $60 amount for ZENDBiz Connect 500 in India part of the monthly advance billing cycle?,Billing,Happy
Where can I find the billing details for an enterprise customer paying $110 for ZENDIndustrial Sensor in Singapore? Please let me know.,Billing,Neutral
Please address this refund request promptly. Please clarify the refund rule before I make a decision about my ZENDSmart Lighting service in Thailand.,Refund,Angry
This has been helpful so far. I am considering ZENDSmart Parking in India. What does this smart-city solution offer to an enterprise customer? Could you confirm that for me?,Product Inquiry,Happy
Good to know. My ZENDCloud VM Basic cloud service is already activated. Is it non-refundable after activation even if I am within 7 days?,Refund,Happy
I am glad I checked this in advance. Can you help me use bundled mobile plans listed under Home & Office Internet? My product is ZENDOffice Net 500 in USA. I would appreciate a quick confirmation.,Technical,Happy
Good to know. What information is relevant when requesting a refund for an enterprise Postpaid Platinum service in Singapore?,Refund,Happy
I need this technical issue handled promptly. I use ZENDCloud VM Pro in USA. What should I check first when I need help with virtual machines listed under Cloud & Data Center Services? Please respond clearly.,Technical,Angry
I appreciate the clarification so far. Please clarify the refund rule before I make a decision about my ZENDBiz Connect 500 service in USA. Could you confirm that for me?,Refund,Happy
"Which services does ZENDS list under Business Connectivity, including dedicated bandwidth, for someone considering ZENDEnterprise Dedicated in India? Please let me know.",Product Inquiry,Neutral
"This billing matter needs to be resolved. Before I pay for ZENDFleet IoT, can you clarify the monthly billing timing for an individual account in Singapore? I need this resolved promptly.",Billing,Angry
Is there any refund option for an activated ZENDCloud VM Pro cloud service in Thailand?,Refund,Neutral
"I am pleased with the guidance so far. Which services does ZENDS list under IoT & Smart Solutions, including sensor connectivity, for someone considering ZENDIndustrial Sensor in Thailand? Could you confirm that for me?",Product Inquiry,Happy
Would an enterprise customer using less than 10% of Postpaid Gold qualify for a refund within 7 days? Please let me know.,Refund,Neutral
"I appreciate the clarification so far. What should an enterprise customer in Singapore know about ZENDFleet IoT, a fleet IoT solution? Could you confirm that for me?",Product Inquiry,Happy
This billing matter needs to be resolved. Where can I find the billing details for an individual customer paying $36 for ZENDOffice Net 200 in India? Please respond clearly.,Billing,Angry
"I should not have to keep asking about this. After repeated requests for help with cloud networking, my ZENDStorage 10TB concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
I should not have to keep asking about this. I want this SIM and eSIM provisioning problem with Prepaid Basic formally addressed because earlier support did not resolve it. Please respond clearly.,Complaint,Angry
I am glad I checked this in advance. What information is relevant when requesting a refund for an individual ZENDArchive Storage service in Thailand? Could you confirm that for me?,Refund,Happy
Please clarify the refund rule before I make a decision about my ZENDBiz Connect 1G service in USA.,Refund,Neutral
That sounds promising. Can you confirm that ZENDSmart Traffic costs $90 for an enterprise customer in USA? Could you confirm that for me?,Product Inquiry,Happy
I would like to understand this better. I use ZENDFiber Home 300 Mbps in India. What should I check first when I need help with bundled mobile plans listed under Home & Office Internet? Kindly confirm.,Technical,Neutral
"I would like to understand this better. Which services does ZENDS list under Home & Office Internet, including SLA-backed support for enterprise customers, for someone considering ZENDOffice Net 500 in India? Kindly confirm.",Product Inquiry,Neutral
This has happened again. I need to raise a complaint because international roaming for Prepaid Basic in India has not been resolved. I need this resolved promptly.,Complaint,Angry
I would like to understand this better. What help is available for voice calling under Mobile Connectivity for an enterprise customer using Postpaid Silver?,Technical,Neutral
Could you clarify one point? Would an individual customer using less than 10% of ZENDIndustrial Sensor qualify for a refund within 7 days? Please let me know.,Refund,Neutral
"Could you clarify one point? Can you point me to the ZENDS support process for priority troubleshooting, which is listed under Business Connectivity? I use ZENDBiz Connect 1G.",Technical,Neutral
"This has been helpful so far. For an enterprise customer in India, how do the listed prices of ZENDEnterprise Dedicated ($270) and ZENDBiz Connect 500 ($60) differ?",Product Inquiry,Happy
I have already tried to get an answer. The issue with SLA-backed support for enterprise customers was not resolved after prior support for my ZENDFiber Home 100 Mbps service. What is the escalation route? Please respond clearly.,Complaint,Angry
I am pleased with the guidance so far. Where can I find the billing details for an individual customer paying $120 for ZENDIndustrial Sensor in USA?,Billing,Happy
"Please provide these product details now. What does ZENDCloud VM Basic include for an enterprise customer in USA, and is its listed price $35? Please respond clearly.",Product Inquiry,Angry
I am glad I checked this in advance. Please explain whether my ZENDSmart Traffic service in Singapore is eligible for a refund before the 7-day period ends.,Refund,Happy
That sounds promising. How does monthly billing in advance apply to my enterprise ZENDSmart Lighting service in USA? Could you confirm that for me?,Billing,Happy
I am reviewing the $48 charge for ZENDFiber Home 1 Gbps in India. Which billing rule applies to an individual customer? Please let me know.,Billing,Neutral
I am pleased with the guidance so far. Could you explain why ZENDS bills ZENDFleet IoT in advance each month for customers in USA? Could you confirm that for me?,Billing,Happy
My enterprise ZENDStorage 1TB service in USA still has an unresolved cloud networking concern after support contact. Please let me know.,Complaint,Neutral
This billing matter needs to be resolved. The listed price for ZENDSmart Parking is $40 for an enterprise customer in Thailand. When is that charge billed? Please respond clearly.,Billing,Angry
Could you clarify one point? Which ZENDS support option covers predictive maintenance listed under IoT & Smart Solutions for an individual customer using ZENDSmart Lighting? Please let me know.,Technical,Neutral
I have already tried to get an answer. I have had to report the 5G mobile data issue on my Postpaid Platinum account repeatedly. Please provide an escalation option.,Complaint,Angry
"I would like to understand this better. I need clarification about voice calling, which ZENDS lists under Mobile Connectivity. I use Postpaid Gold. Kindly confirm.",Technical,Neutral
I need a clear billing answer today. My ZENDBiz Connect 1G invoice in India is due soon. What does the late-payment policy say after 7 days?,Billing,Angry
Could you clarify one point? Is the $64 amount for ZENDOffice Net 500 in Thailand part of the monthly advance billing cycle? Please let me know.,Billing,Neutral
I need this product information clarified. I want to choose between ZENDCloud VM Enterprise and ZENDCloud VM Pro. What do their listed prices in USA show for an individual customer? Please respond clearly.,Product Inquiry,Angry
I appreciate the clarification so far. What help is available for cloud networking under Cloud & Data Center Services for an enterprise customer using ZENDStorage 1TB? I would appreciate a quick confirmation.,Technical,Happy
Could you clarify one point? Please clarify the refund rule before I make a decision about my Postpaid Silver service in USA. Please let me know.,Refund,Neutral
"I am pleased with the guidance so far. What does ZENDBiz Connect 500 include for an enterprise customer in Thailand, and is its listed price $80?",Product Inquiry,Happy
"Good to know. Which services does ZENDS list under Home & Office Internet, including installation, for someone considering ZENDFiber Home 300 Mbps in Thailand? I would appreciate a quick confirmation.",Product Inquiry,Happy
I need a clear decision about my refund request. I want to understand the refund window for ZENDStorage 10TB; is the usage threshold below 10%?,Refund,Angry
Good to know. I am reviewing the $78 charge for ZENDOffice Net 1G in India. Which billing rule applies to an enterprise customer?,Billing,Happy
"Could you clarify one point? For my ZENDBiz Connect 1G account in Singapore, how do I get assistance with priority troubleshooting listed under Business Connectivity? Kindly confirm.",Technical,Neutral
I am glad I checked this in advance. I need to check refund eligibility for ZENDFiber Home 100 Mbps: I am still within 7 days and usage is under 10%.,Refund,Happy
I appreciate the clarification so far. How does monthly billing in advance apply to my individual ZENDEnterprise Ultra service in Thailand? Could you confirm that for me?,Billing,Happy
I need this billing issue clarified promptly. Is the $130 amount for ZENDCloud VM Enterprise in USA part of the monthly advance billing cycle? I need this resolved promptly.,Billing,Angry
I appreciate the clarification so far. I use ZENDStorage 1TB in Thailand. What should I check first when I need help with cloud networking listed under Cloud & Data Center Services? I would appreciate a quick confirmation.,Technical,Happy
Good to know. Could you describe ZENDArchive Storage and confirm whether $55 is its listed price in Singapore? Could you confirm that for me?,Product Inquiry,Happy
"That sounds promising. For an enterprise customer in Singapore, how do the listed prices of ZENDCloud VM Basic ($38) and ZENDStorage 10TB ($110) differ?",Product Inquiry,Happy
I need this billing issue clarified promptly. What should I expect if payment for my ZENDCloud VM Basic service in India is more than 7 days late?,Billing,Angry
Could you clarify one point? The listed price for Postpaid Platinum is $110 for an enterprise customer in USA. When is that charge billed?,Billing,Neutral
I would like to understand this better. Could you explain why ZENDS bills ZENDSmart Traffic in advance each month for customers in Thailand?,Billing,Neutral
This billing matter needs to be resolved. Could you explain why ZENDS bills ZENDCloud VM Enterprise in advance each month for customers in Singapore? I need this resolved promptly.,Billing,Angry
I have already tried to get an answer. I need to raise a complaint because monitoring add-ons for ZENDBiz Connect 1G in Singapore has not been resolved. Please respond clearly.,Complaint,Angry
I have been waiting for a clear answer. The repeated SLA-backed uptime issue on ZENDBiz Connect 1G is affecting my experience. I need a clear resolution from ZENDS.,Complaint,Angry
This has happened again. I want this smart city integrations problem with ZENDSmart Traffic formally addressed because earlier support did not resolve it. I need this resolved promptly.,Complaint,Angry
"I need technical help without delay. Can you point me to the ZENDS support process for smart city integrations, which is listed under IoT & Smart Solutions? I use ZENDFleet IoT. Please respond clearly.",Technical,Angry
"This has been helpful so far. Can you point me to the ZENDS support process for setup guidance, which is listed under Home & Office Internet? I use ZENDOffice Net 1G. Could you confirm that for me?",Technical,Happy
I have been waiting for a clear answer. The issue with predictive maintenance was not resolved after prior support for my ZENDIndustrial Sensor service. What is the escalation route? I need this resolved promptly.,Complaint,Angry
That sounds promising. Could you describe ZENDIndustrial Sensor and confirm whether $72 is its listed price in India? Could you confirm that for me?,Product Inquiry,Happy
I should not have to keep asking about this. The support provided for file storage on ZENDStorage 1TB did not resolve my problem. Who can formally review this? Please respond clearly.,Complaint,Angry
"Good to know. Can you point me to the ZENDS support process for installation, which is listed under Home & Office Internet? I use ZENDOffice Net 500. I would appreciate a quick confirmation.",Technical,Happy
I need an answer about refund eligibility today. Please clarify the refund rule before I make a decision about my ZENDFleet IoT service in India.,Refund,Angry
I am pleased with the guidance so far. Could you describe ZENDSmart Traffic and confirm whether $80 is its listed price in Thailand?,Product Inquiry,Happy
I would like to understand this better. Please explain whether my ZENDEnterprise Dedicated service in India is eligible for a refund before the 7-day period ends.,Refund,Neutral
I should not have to keep asking about this. I am dissatisfied with how the installation issue on my ZENDOffice Net 500 account has been handled. I need a proper resolution.,Complaint,Angry
I need a clear decision about my refund request. Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDBiz Connect 100? Please respond clearly.,Refund,Angry
"I have already tried to get an answer. After repeated requests for help with MPLS connectivity, my ZENDEnterprise Dedicated concern is still unresolved. Please escalate it. I need this resolved promptly.",Complaint,Angry
I am glad I checked this in advance. Could you explain why ZENDS bills Postpaid Silver in advance each month for customers in Singapore? I would appreciate a quick confirmation.,Billing,Happy
This has been helpful so far. I am trying to use SLA-backed support for enterprise customers listed under Home & Office Internet while using ZENDOffice Net 200 in India. Which steps should I follow? I would appreciate a quick confirmation.,Technical,Happy
I should not have to keep asking about this. My enterprise ZENDFiber Home 100 Mbps service in Thailand still has an unresolved network monitoring concern after support contact. I need this resolved promptly.,Complaint,Angry
I need this billing issue clarified promptly. Is the $16 amount for ZENDStorage 1TB in Singapore part of the monthly advance billing cycle?,Billing,Angry
"This has been helpful so far. Does an enterprise ZENDFleet IoT account in India receive a consolidated invoice, and how is it billed?",Billing,Happy
I am pleased with the guidance so far. Could you describe ZENDBiz Connect 100 and confirm whether $70 is its listed price in USA? I would appreciate a quick confirmation.,Product Inquiry,Happy
"I appreciate the clarification so far. For my ZENDCloud VM Enterprise account in Singapore, how do I get assistance with backup and disaster recovery listed under Cloud & Data Center Services? I would appreciate a quick confirmation.",Technical,Happy
"That sounds promising. What should an individual customer in USA know about Postpaid Gold, a 100GB postpaid mobile plan? Could you confirm that for me?",Product Inquiry,Happy
I have already tried to get an answer. The repeated troubleshooting issue on ZENDOffice Net 200 is affecting my experience. I need a clear resolution from ZENDS. Please respond clearly.,Complaint,Angry
Could you clarify one point? Can you confirm whether the billing policy for ZENDSmart Parking in Thailand changes for enterprise customers? Kindly confirm.,Billing,Neutral
"Could you clarify one point? Is ZENDFiber Home 1 Gbps available to an enterprise customer in USA, and what does the offering include? Please let me know.",Product Inquiry,Neutral
Could you clarify one point? I am dissatisfied with how the bundled mobile plans issue on my ZENDOffice Net 200 account has been handled. I need a proper resolution.,Complaint,Neutral
I need an answer about refund eligibility today. Please explain whether my ZENDStorage 1TB service in India is eligible for a refund before the 7-day period ends. Please respond clearly.,Refund,Angry
I would like to understand this better. Does ZENDS list roaming packages under Mobile Connectivity? I am considering Postpaid Silver as an individual customer in USA. Kindly confirm.,Product Inquiry,Neutral
"I would like to understand this better. Is ZENDFiber Home 100 Mbps available to an individual customer in Thailand, and what does the offering include? Please let me know.",Product Inquiry,Neutral
"I have been waiting for a clear answer. After repeated requests for help with international roaming, my Prepaid Unlimited concern is still unresolved. Please escalate it.",Complaint,Angry
I have already tried to get an answer. I want this plan upgrades problem with Postpaid Silver formally addressed because earlier support did not resolve it. Please respond clearly.,Complaint,Angry
"I appreciate the clarification so far. What is the product information for ZENDFleet IoT, including its fleet IoT solution and listed price in USA?",Product Inquiry,Happy
I would like to understand this better. My individual ZENDCloud VM Basic service in Thailand still has an unresolved API integrations concern after support contact. Please let me know.,Complaint,Neutral
"What is the product information for ZENDStorage 1TB, including its cloud file storage and listed price in Singapore? Kindly confirm.",Product Inquiry,Neutral
I am pleased with the guidance so far. I am considering ZENDFleet IoT in Singapore. What does this fleet IoT solution offer to an enterprise customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
"I am glad someone is looking into this, but I want this customer support problem with Prepaid Basic formally addressed because earlier support did not resolve it. I would appreciate a quick confirmation.",Complaint,Happy
Please address this refund request promptly. Would an enterprise customer using less than 10% of ZENDFiber Home 300 Mbps qualify for a refund within 7 days? I need this resolved promptly.,Refund,Angry
"I am pleased with the guidance so far. For my ZENDCloud VM Basic account in USA, how do I get assistance with cloud migration support listed under Cloud & Data Center Services? I would appreciate a quick confirmation.",Technical,Happy
I need a clear billing answer today. Could you explain why ZENDS bills ZENDOffice Net 200 in advance each month for customers in India?,Billing,Angry
"I am pleased with the guidance so far. For my ZENDSmart Traffic account in Thailand, how do I get assistance with smart city integrations listed under IoT & Smart Solutions? Could you confirm that for me?",Technical,Happy
I need a clear decision about my refund request. What information is relevant when requesting a refund for an enterprise ZENDFiber Home 300 Mbps service in Singapore?,Refund,Angry
Could you clarify one point? I want to choose between ZENDSmart Parking and ZENDSmart Traffic. What do their listed prices in USA show for an individual customer? Kindly confirm.,Product Inquiry,Neutral
"I need this billing issue clarified promptly. Does an enterprise ZENDEnterprise Ultra account in Thailand receive a consolidated invoice, and how is it billed? Please respond clearly.",Billing,Angry
I appreciate the clarification so far. The listed price for ZENDOffice Net 1G is $90 for an individual customer in India. When is that charge billed? Could you confirm that for me?,Billing,Happy
I have been waiting for a clear answer. I need to raise a complaint because fiber connectivity for ZENDFiber Home 100 Mbps in India has not been resolved. Please respond clearly.,Complaint,Angry
I appreciate the clarification so far. I am reviewing the $495 charge for ZENDEnterprise Dedicated in Singapore. Which billing rule applies to an enterprise customer? I would appreciate a quick confirmation.,Billing,Happy
"I would like to understand this better. Can you point me to the ZENDS support process for international roaming, which is listed under Mobile Connectivity? I use Postpaid Gold. Please let me know.",Technical,Neutral
This billing matter needs to be resolved. What should I expect if payment for my ZENDSmart Parking service in Singapore is more than 7 days late?,Billing,Angry
I need this billing issue clarified promptly. Can you confirm whether the billing policy for ZENDFiber Home 100 Mbps in USA changes for enterprise customers?,Billing,Angry
"I am glad someone is looking into this, but the problem with backup and disaster recovery on my individual ZENDCloud VM Pro account keeps recurring. I need a formal resolution. Could you confirm that for me?",Complaint,Happy
I need technical help without delay. I am setting up ZENDCloud VM Enterprise and need help with virtual machines under Cloud & Data Center Services. Where should I start? Please respond clearly.,Technical,Angry
I have been waiting for a clear answer. I am dissatisfied with how the sensor connectivity issue on my ZENDSmart Lighting account has been handled. I need a proper resolution. Please respond clearly.,Complaint,Angry
I appreciate the clarification so far. I am setting up ZENDFiber Home 100 Mbps and need help with troubleshooting under Home & Office Internet. Where should I start?,Technical,Happy
Could you clarify one point? Where can I find the billing details for an individual customer paying $90 for ZENDFleet IoT in India? Please let me know.,Billing,Neutral
Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDArchive Storage?,Refund,Neutral
Could you clarify one point? Could you explain how ZENDS supports add-on data packages under Mobile Connectivity? I use Postpaid Platinum in Singapore.,Technical,Neutral
I need a clear billing answer today. I am reviewing the $300 charge for ZENDEnterprise Ultra in USA. Which billing rule applies to an individual customer?,Billing,Angry
Could you clarify one point? Could you explain why ZENDS bills ZENDFiber Home 100 Mbps in advance each month for customers in Singapore?,Billing,Neutral
"Could you clarify one point? What does ZENDCloud VM Pro include for an individual customer in Singapore, and is its listed price $88?",Product Inquiry,Neutral
Could you clarify one point? Where can an enterprise customer using ZENDStorage 1TB in Thailand get technical assistance with monitoring under Cloud & Data Center Services? Please let me know.,Technical,Neutral
I would like to understand this better. Could you explain why ZENDS bills ZENDEnterprise Dedicated in advance each month for customers in Singapore? Kindly confirm.,Billing,Neutral
"Is ZENDSmart Parking available to an enterprise customer in USA, and what does the offering include?",Product Inquiry,Neutral
I am glad I checked this in advance. What information is relevant when requesting a refund for an enterprise ZENDBiz Connect 500 service in Singapore? I would appreciate a quick confirmation.,Refund,Happy
I would like to understand this better. I am considering ZENDFiber Home 100 Mbps in Singapore. What does this 100 Mbps home broadband offer to an enterprise customer? Please let me know.,Product Inquiry,Neutral
I appreciate the clarification so far. I need practical help with international roaming listed under Mobile Connectivity; I use Postpaid Gold. Is there a recommended troubleshooting path? Could you confirm that for me?,Technical,Happy
"Could you clarify one point? Before activating ZENDCloud VM Basic, can you explain the cloud-service refund restriction after activation? Kindly confirm.",Refund,Neutral
I have been waiting for a clear answer. My support experience for API integrations on ZENDStorage 10TB in India has been poor. Please review this complaint.,Complaint,Angry
Good to know. Does the refund policy apply to an enterprise ZENDSmart Traffic account when less than 10% has been used within 7 days? Could you confirm that for me?,Refund,Happy
I need a clear decision about my refund request. Would an individual customer using less than 10% of ZENDFiber Home 1 Gbps qualify for a refund within 7 days? I need this resolved promptly.,Refund,Angry
I appreciate the clarification so far. Could you describe Postpaid Platinum and confirm whether $66 is its listed price in India? I would appreciate a quick confirmation.,Product Inquiry,Happy
"Could you clarify one point? Is ZENDCloud VM Basic available to an individual customer in USA, and what does the offering include? Kindly confirm.",Product Inquiry,Neutral
This has been helpful so far. My ZENDArchive Storage cloud service is already activated. Is it non-refundable after activation even if I am within 7 days? I would appreciate a quick confirmation.,Refund,Happy
I should not have to keep asking about this. The repeated troubleshooting issue on ZENDFiber Home 1 Gbps is affecting my experience. I need a clear resolution from ZENDS. Please respond clearly.,Complaint,Angry
I need a clear decision about my refund request. I want to understand the refund window for ZENDOffice Net 1G; is the usage threshold below 10%? I need this resolved promptly.,Refund,Angry
I appreciate the clarification so far. Which ZENDS support option covers monitoring listed under Cloud & Data Center Services for an individual customer using ZENDArchive Storage?,Technical,Happy
This has been helpful so far. I need practical help with cloud migration support listed under Cloud & Data Center Services; I use ZENDArchive Storage. Is there a recommended troubleshooting path? Could you confirm that for me?,Technical,Happy
I would like to understand this better. Is there any refund option for an activated ZENDCloud VM Enterprise cloud service in India? Please let me know.,Refund,Neutral
I have been waiting for a clear answer. I have had to report the real-time data processing issue on my ZENDFleet IoT account repeatedly. Please provide an escalation option. Please respond clearly.,Complaint,Angry
"Good to know. Which services does ZENDS list under Cloud & Data Center Services, including file storage, for someone considering ZENDCloud VM Pro in Thailand?",Product Inquiry,Happy
Good to know. Where can I find the billing details for an enterprise customer paying $70 for ZENDSmart Lighting in USA?,Billing,Happy
My ZENDBiz Connect 1G invoice in USA is due soon. What does the late-payment policy say after 7 days? Kindly confirm.,Billing,Neutral
